SerialNumber,Type,SubType,UnitID,FirmwareVersion,FileID,StartTime,DataState,HasGaps
1423111,UsbEnhanced,USB,,515,52,01.01.1963 03:03:03,Complete,False

OrganID,KidneySide,BloodType,CrossClampTime&Date,CrossClampTimezone,TotalIschemicTime,PerfusateLot,PerfusateExpirationDate,PerfusateUsed,Cannula,CannulaExpirationDate,CassetteLot#,CasetteExpirationDate
Anonymous,NA,N/A,,,,,,,,,,

SequentialRecordNumber,SerialNumber,FileID,InfuseTime,FlowRate,OrganResistance,IceContainerTemperature,InfuseTemperature,Error1,Error2,State,PressureSet,AveragePressure,DiastolicPressure,SystolicPressure,Checksum
02035,1423111,52,05:30:20,172,014,0052,0074,0000,1000,90,30,25,24,26,254
02036,1423111,52,05:30:30,172,014,0051,0072,0000,1000,90,30,25,25,26,248
02037,1423111,52,05:30:40,172,014,0051,0072,0000,1000,90,30,25,25,26,254
02038,1423111,52,05:30:50,172,014,0051,0073,0000,1000,90,30,25,24,26,240
02039,1423111,52,05:31:00,172,014,0051,0073,0000,1000,90,30,25,24,26,245
02040,1423111,52,05:31:10,172,014,0051,0073,0000,1000,90,30,25,25,26,251
02041,1423111,52,05:31:20,172,014,0051,0073,0000,1000,90,30,25,25,26,249
02042,1423111,52,05:31:30,172,014,0051,0072,0000,1000,90,30,25,24,26,251
02043,1423111,52,05:31:40,172,014,0051,0073,0000,1000,90,30,25,24,26,252
02044,1423111,52,05:31:50,172,014,0051,0073,0000,1000,90,30,25,25,26,251
02045,1423111,52,05:31:50,175,003,0051,0073,0000,1000,B0,30,5,5,5,243
02046,1423111,52,05:32:00,001,000,0051,0073,0000,1000,90,30,0,0,0,137
02047,1423111,52,05:32:10,022,018,0051,0074,0000,1000,90,30,4,1,4,135
02048,1423111,52,05:32:20,052,019,0051,0075,0000,1000,90,30,10,5,12,141
02049,1423111,52,05:32:30,086,016,0051,0075,0000,1000,90,30,15,9,18,136
02050,1423111,52,05:32:40,112,016,0051,0075,0000,1000,90,30,18,13,22,241
02051,1423111,52,05:32:50,137,016,0051,0075,0000,1000,90,30,22,18,24,242
02052,1423111,52,05:33:00,159,015,0051,0075,0000,1000,90,30,24,22,25,240
02053,1423111,52,05:33:10,171,014,0051,0074,0000,1000,90,30,25,24,26,254
02054,1423111,52,05:33:20,172,013,0051,0074,0000,1000,90,30,24,24,25,252
02055,1423111,52,05:33:30,172,013,0051,0075,0000,1000,90,30,24,24,25,253
02056,1423111,52,05:33:40,172,013,0051,0073,0000,1000,90,30,24,24,25,255
02057,1423111,52,05:33:50,172,013,0051,0072,0000,1000,90,30,24,24,25,254
02058,1423111,52,05:34:00,172,013,0051,0073,0000,1000,90,30,24,24,26,241
02059,1423111,52,05:34:10,172,013,0051,0073,0000,1000,90,30,24,24,26,241
02060,1423111,52,05:34:20,172,013,0051,0073,0000,1000,90,30,24,24,26,248
02061,1423111,52,05:34:30,172,014,0051,0073,0000,1000,90,30,25,24,26,254
02062,1423111,52,05:34:40,172,014,0051,0073,0000,1000,90,30,25,24,26,250
02063,1423111,52,05:34:50,172,014,0051,0073,0000,1000,90,30,25,24,26,250
02064,1423111,52,05:35:00,172,014,0051,0073,0000,1000,90,30,25,24,26,249
02065,1423111,52,05:35:10,172,014,0051,0072,0000,1000,90,30,25,24,26,248
02066,1423111,52,05:35:20,172,014,0051,0073,0000,1000,90,30,25,24,26,249
02067,1423111,52,05:35:30,172,014,0051,0073,0000,1000,90,30,25,24,26,249
02068,1423111,52,05:35:40,172,014,0051,0073,0000,1000,90,30,25,24,26,241
02069,1423111,52,05:35:50,174,014,0051,0072,0000,1000,90,30,25,24,26,246
02070,1423111,52,05:36:00,190,014,0051,0073,0000,1000,90,30,28,26,29,243
02071,1423111,52,05:36:10,190,014,0051,0073,0000,1000,90,30,27,26,28,253
02072,1423111,52,05:36:20,190,014,0051,0073,0000,1000,90,30,27,26,28,253
02073,1423111,52,05:36:30,190,014,0051,0073,0000,1000,90,30,27,26,29,252
02074,1423111,52,05:36:40,190,014,0051,0073,0000,1000,90,30,27,26,28,253
02075,1423111,52,05:36:50,190,014,0051,0072,0000,1000,90,30,27,26,29,253
02076,1423111,52,05:37:00,190,014,0051,0072,0000,1000,90,30,27,26,28,251
02077,1423111,52,05:37:10,190,014,0051,0073,0000,1000,90,30,27,27,29,250
02078,1423111,52,05:37:20,190,014,0051,0072,0000,1000,90,30,27,27,29,247
02079,1423111,52,05:37:30,190,014,0051,0072,0000,1000,90,30,27,27,29,247
02080,1423111,52,05:37:40,190,014,0051,0071,0000,1000,90,30,27,27,29,245
02081,1423111,52,05:37:50,190,014,0051,0072,0000,1000,90,30,27,27,29,246
02082,1423111,52,05:38:00,190,014,0051,0072,0000,1000,90,30,27,27,29,255
02083,1423111,52,05:38:10,190,014,0051,0072,0000,1000,90,30,27,27,29,255
02084,1423111,52,05:38:20,190,014,0051,0072,0000,1000,90,30,27,27,29,251
02085,1423111,52,05:38:30,189,014,0051,0072,0000,1000,90,30,27,27,29,243
02086,1423111,52,05:38:40,189,014,0051,0072,0000,1000,90,30,27,27,29,247
02087,1423111,52,05:38:50,189,014,0051,0071,0000,1000,90,30,27,27,29,244
02088,1423111,52,05:39:00,189,014,0051,0072,0000,1000,90,30,27,27,29,252
02089,1423111,52,05:39:10,189,014,0051,0071,0000,1000,90,30,27,27,29,255
02090,1423111,52,05:39:20,189,014,0051,0072,0000,1000,90,30,27,27,29,247
02091,1423111,52,05:39:30,189,014,0051,0072,0000,1000,90,30,27,27,29,247
02092,1423111,52,05:39:40,189,014,0051,0071,0000,1000,90,30,27,27,29,240
02093,1423111,52,05:39:50,189,014,0051,0072,0000,1000,90,30,27,27,28,242
02094,1423111,52,05:40:00,189,014,0051,0072,0000,1000,90,30,27,27,28,254
02095,1423111,52,05:40:10,189,014,0051,0072,0000,1000,90,30,27,27,29,255
02096,1423111,52,05:40:20,189,014,0051,0073,0000,1000,90,30,27,27,29,254
02097,1423111,52,05:40:30,189,014,0051,0072,0000,1000,90,30,27,27,29,255
02098,1423111,52,05:40:40,189,014,0051,0072,0000,1000,90,30,27,27,29,247
02099,1423111,52,05:40:50,189,014,0051,0071,0000,1000,90,30,27,27,29,244
02100,1423111,52,05:41:00,189,014,0051,0072,0000,1000,90,30,27,27,29,242
02101,1423111,52,05:41:10,189,014,0051,0072,0000,1000,90,30,27,27,29,242
02102,1423111,52,05:41:20,189,014,0051,0072,0000,1000,90,30,27,27,29,242
02103,1423111,52,05:41:30,189,014,0051,0072,0000,1000,90,30,27,27,29,242
02104,1423111,52,05:41:40,189,014,0051,0072,0000,1000,90,30,27,27,29,242
02105,1423111,52,05:41:50,189,014,0051,0072,0000,1000,90,30,27,27,29,242
02106,1423111,52,05:41:50,190,011,0051,0071,0000,1000,B0,30,19,19,20,141
02107,1423111,52,05:41:50,167,000,0051,0072,0000,1000,B0,30,0,0,0,247
02108,1423111,52,05:42:00,011,009,0051,0073,0000,1000,90,30,1,0,1,141
02109,1423111,52,05:42:10,037,021,0051,0074,0000,1000,90,30,8,3,10,253
02110,1423111,52,05:42:20,067,017,0051,0074,0000,1000,90,30,13,7,16,138
02111,1423111,52,05:42:30,098,017,0051,0074,0000,1000,90,30,17,11,20,249
02112,1423111,52,05:42:40,124,016,0051,0075,0000,1000,90,30,20,14,24,254
02113,1423111,52,05:42:50,143,015,0051,0074,0000,1000,90,30,22,18,25,242
02114,1423111,52,05:43:00,164,014,0051,0074,0000,1000,90,30,24,21,26,250
02115,1423111,52,05:43:10,177,014,0051,0074,0000,1000,90,30,26,23,27,249
02116,1423111,52,05:43:20,186,013,0051,0074,0000,1000,90,30,26,25,28,249
02117,1423111,52,05:43:30,189,013,0051,0073,0000,1000,90,30,26,26,27,253
02118,1423111,52,05:43:40,189,013,0051,0073,0000,1000,90,30,26,26,27,245
02119,1423111,52,05:43:50,189,013,0051,0073,0000,1000,90,30,26,26,28,250
02120,1423111,52,05:44:00,188,014,0051,0072,0000,1000,90,30,27,26,28,244
02121,1423111,52,05:44:10,189,014,0051,0072,0000,1000,90,30,27,26,28,245
02122,1423111,52,05:44:20,189,014,0051,0072,0000,1000,90,30,27,26,28,245
02123,1423111,52,05:44:30,189,014,0051,0072,0000,1000,90,30,27,26,28,245
02124,1423111,52,05:44:40,188,014,0051,0072,0000,1000,90,30,27,26,28,244
02125,1423111,52,05:44:50,189,014,0051,0073,0000,1000,90,30,27,26,28,244
02126,1423111,52,05:45:00,188,014,0051,0072,0000,1000,90,30,27,26,28,243
02127,1423111,52,05:45:10,189,014,0051,0072,0000,1000,90,30,27,26,28,242
02128,1423111,52,05:45:20,188,014,0051,0072,0000,1000,90,30,27,26,28,255
02129,1423111,52,05:45:30,188,014,0051,0072,0000,1000,90,30,27,26,28,255
02130,1423111,52,05:45:40,188,014,0051,0072,0000,1000,90,30,27,26,28,240
02131,1423111,52,05:45:50,188,014,0051,0072,0000,1000,90,30,27,26,28,240
02132,1423111,52,05:46:00,188,014,0051,0071,0000,1000,90,30,27,26,28,246
02133,1423111,52,05:46:10,188,014,0051,0072,0000,1000,90,30,27,26,28,245
02134,1423111,52,05:46:20,188,014,0051,0072,0000,1000,90,30,27,26,28,241
02135,1423111,52,05:46:30,188,014,0051,0071,0000,1000,90,30,27,26,28,242
02136,1423111,52,05:46:40,188,014,0051,0072,0000,1000,90,30,27,26,28,245
02137,1423111,52,05:46:50,188,014,0051,0072,0000,1000,90,30,27,26,28,245
02138,1423111,52,05:47:00,188,014,0051,0072,0000,1000,90,30,27,26,28,254
02139,1423111,52,05:47:10,188,014,0051,0072,0000,1000,90,30,27,26,28,254
02140,1423111,52,05:47:20,188,014,0051,0072,0000,1000,90,30,27,26,28,243
02141,1423111,52,05:47:30,188,014,0051,0072,0000,1000,90,30,27,26,28,243
02142,1423111,52,05:47:40,188,014,0051,0072,0000,1000,90,30,27,26,28,247
02143,1423111,52,05:47:50,187,014,0051,0073,0000,1000,90,30,27,26,28,249
02144,1423111,52,05:48:00,188,014,0051,0072,0000,1000,90,30,27,26,28,250
02145,1423111,52,05:48:10,187,014,0051,0073,0000,1000,90,30,27,26,28,244
02146,1423111,52,05:48:20,188,014,0051,0072,0000,1000,90,30,27,26,28,250
02147,1423111,52,05:48:30,188,014,0051,0072,0000,1000,90,30,27,26,28,250
02148,1423111,52,05:48:40,188,014,0051,0072,0000,1000,90,30,27,26,28,242
02149,1423111,52,05:48:50,187,014,0051,0072,0000,1000,90,30,27,26,28,253
02150,1423111,52,05:49:00,188,014,0051,0073,0000,1000,90,30,27,26,28,255
02151,1423111,52,05:49:10,188,014,0051,0072,0000,1000,90,30,27,27,28,255
02152,1423111,52,05:49:20,187,014,0051,0072,0000,1000,90,30,27,26,28,241
02153,1423111,52,05:49:30,188,014,0051,0072,0000,1000,90,30,27,26,28,254
02154,1423111,52,05:49:40,187,014,0051,0073,0000,1000,90,30,27,26,28,240
02155,1423111,52,05:49:50,188,014,0051,0073,0000,1000,90,30,27,26,28,255
02156,1423111,52,05:50:00,188,014,0051,0073,0000,1000,90,30,27,26,28,241
02157,1423111,52,05:50:10,187,014,0051,0073,0000,1000,90,30,27,26,28,254
02158,1423111,52,05:50:20,188,014,0051,0073,0000,1000,90,30,27,26,28,253
02159,1423111,52,05:50:30,187,014,0051,0072,0000,1000,90,30,27,26,28,243
02160,1423111,52,05:50:40,188,014,0051,0073,0000,1000,90,30,27,26,28,240
02161,1423111,52,05:50:50,187,014,0051,0072,0000,1000,90,30,27,27,28,255
02162,1423111,52,05:51:00,187,014,0051,0072,0000,1000,90,30,27,26,28,249
02163,1423111,52,05:51:10,188,014,0051,0073,0000,1000,90,30,27,26,28,247
02164,1423111,52,05:51:20,187,014,0051,0072,0000,1000,90,30,27,26,28,253
02165,1423111,52,05:51:30,187,014,0051,0073,0000,1000,90,30,27,26,28,252
02166,1423111,52,05:51:40,187,014,0051,0072,0000,1000,90,30,27,27,28,248
02167,1423111,52,05:51:50,187,014,0051,0072,0000,1000,90,30,27,26,28,249
02168,1423111,52,05:51:50,191,003,0051,0072,0000,1000,B0,30,6,5,6,240
02169,1423111,52,05:52:00,001,000,0051,0073,0000,1000,90,30,0,0,0,131
02170,1423111,52,05:52:10,023,017,0051,0074,0000,1000,90,30,5,1,5,138
02171,1423111,52,05:52:20,053,018,0051,0075,0000,1000,90,30,10,5,13,129
02172,1423111,52,05:52:30,085,017,0051,0075,0000,1000,90,30,15,9,19,132
02173,1423111,52,05:52:40,111,016,0051,0075,0000,1000,90,30,18,12,22,245
02174,1423111,52,05:52:50,133,015,0051,0075,0000,1000,90,30,21,16,24,248
02175,1423111,52,05:53:00,153,015,0051,0075,0000,1000,90,30,23,20,26,254
02176,1423111,52,05:53:10,169,014,0051,0075,0000,1000,90,30,25,22,27,241
02177,1423111,52,05:53:20,182,014,0051,0074,0000,1000,90,30,26,24,27,242
02178,1423111,52,05:53:30,187,014,0051,0074,0000,1000,90,30,27,25,28,246
02179,1423111,52,05:53:40,187,013,0051,0073,0000,1000,90,30,26,25,27,254
02180,1423111,52,05:53:50,187,013,0051,0073,0000,1000,90,30,26,26,27,250
02181,1423111,52,05:54:00,187,013,0051,0072,0000,1000,90,30,26,26,27,248
02182,1423111,52,05:54:10,187,013,0051,0072,0000,1000,90,30,26,26,27,250
02183,1423111,52,05:54:20,187,013,0051,0073,0000,1000,90,30,26,26,27,249
02184,1423111,52,05:54:30,187,013,0051,0072,0000,1000,90,30,26,26,28,241
02185,1423111,52,05:54:40,187,013,0051,0072,0000,1000,90,30,26,26,28,247
02186,1423111,52,05:54:50,187,013,0051,0072,0000,1000,90,30,26,26,28,245
02187,1423111,52,05:55:00,187,014,0051,0072,0000,1000,90,30,27,26,28,246
02188,1423111,52,05:55:10,187,014,0051,0072,0000,1000,90,30,27,26,28,248
02189,1423111,52,05:55:20,187,014,0051,0071,0000,1000,90,30,27,26,28,249
02190,1423111,52,05:55:30,187,014,0051,0071,0000,1000,90,30,27,26,28,240
02191,1423111,52,05:55:40,188,014,0051,0072,0000,1000,90,30,27,26,28,250
02192,1423111,52,05:55:50,190,014,0051,0072,0000,1000,90,30,27,27,29,241
02193,1423111,52,05:56:00,190,014,0051,0072,0000,1000,90,30,27,27,29,246
02194,1423111,52,05:56:10,190,014,0051,0072,0000,1000,90,30,27,27,29,240
02195,1423111,52,05:56:20,190,014,0051,0072,0000,1000,90,30,27,27,29,242
02196,1423111,52,05:56:30,190,014,0051,0071,0000,1000,90,30,27,27,29,243
02197,1423111,52,05:56:40,190,014,0051,0072,0000,1000,90,30,27,27,29,246
02198,1423111,52,05:56:50,189,014,0050,0072,0000,1000,90,30,27,27,29,241
02199,1423111,52,05:57:00,189,014,0050,0072,0000,1000,90,30,27,27,29,244
02200,1423111,52,05:57:10,189,014,0050,0071,0000,1000,90,30,27,27,28,244
02201,1423111,52,05:57:20,189,014,0050,0072,0000,1000,90,30,27,27,29,244
02202,1423111,52,05:57:30,189,014,0050,0072,0000,1000,90,30,27,27,29,246
02203,1423111,52,05:57:40,189,014,0050,0072,0000,1000,90,30,27,27,29,240
02204,1423111,52,05:57:50,189,014,0049,0072,0000,1000,90,30,27,27,29,254
02205,1423111,52,05:58:00,189,014,0050,0072,0000,1000,90,30,27,27,29,253
02206,1423111,52,05:58:10,189,014,0049,0072,0000,1000,90,30,27,27,29,247
02207,1423111,52,05:58:20,189,014,0049,0071,0000,1000,90,30,27,27,29,246
02208,1423111,52,05:58:30,189,014,0049,0072,0000,1000,90,30,27,27,29,251
02209,1423111,52,05:58:40,189,014,0049,0072,0000,1000,90,30,27,26,29,252
02210,1423111,52,05:58:50,189,014,0049,0072,0000,1000,90,30,27,27,29,244
02211,1423111,52,05:59:00,188,014,0049,0072,0000,1000,90,30,27,27,29,240
02212,1423111,52,05:59:10,188,014,0049,0072,0000,1000,90,30,27,27,28,243
02213,1423111,52,05:59:20,189,014,0049,0072,0000,1000,90,30,27,27,28,240
02214,1423111,52,05:59:30,188,014,0049,0072,0000,1000,90,30,27,27,28,247
02215,1423111,52,05:59:40,189,014,0050,0071,0000,1000,90,30,27,27,29,250
02216,1423111,52,05:59:50,188,014,0049,0072,0000,1000,90,30,27,27,28,243
02217,1423111,52,06:00:00,188,014,0050,0072,0000,1000,90,30,27,27,29,241
02218,1423111,52,06:00:10,188,014,0050,0072,0000,1000,90,30,27,26,29,254
02219,1423111,52,06:00:20,188,014,0050,0072,0000,1000,90,30,27,27,29,253
02220,1423111,52,06:00:30,188,014,0050,0072,0000,1000,90,30,27,27,28,247
02221,1423111,52,06:00:40,188,014,0050,0072,0000,1000,90,30,27,27,29,240
02222,1423111,52,06:00:50,188,014,0050,0072,0000,1000,90,30,27,27,28,243
02223,1423111,52,06:01:00,188,014,0050,0072,0000,1000,90,30,27,27,29,247
02224,1423111,52,06:01:10,188,014,0050,0072,0000,1000,90,30,27,27,28,240
02225,1423111,52,06:01:20,188,014,0050,0072,0000,1000,90,30,27,27,29,243
02226,1423111,52,06:01:30,188,014,0050,0071,0000,1000,90,30,27,26,28,242
02227,1423111,52,06:01:40,188,014,0050,0071,0000,1000,90,30,27,27,29,244
02228,1423111,52,06:01:50,188,014,0050,0072,0000,1000,90,30,27,27,28,248
02229,1423111,52,06:01:50,189,011,0050,0072,0000,1000,B0,30,19,19,20,142
02230,1423111,52,06:01:50,166,000,0050,0072,0000,1000,B0,30,0,0,0,247
02231,1423111,52,06:02:00,010,010,0050,0073,0000,1000,90,30,1,0,1,139
02232,1423111,52,06:02:10,036,019,0050,0074,0000,1000,90,30,8,3,9,129
02233,1423111,52,06:02:20,067,019,0050,0075,0000,1000,90,30,13,7,16,129
02234,1423111,52,06:02:30,097,017,0050,0075,0000,1000,90,30,17,11,20,245
02235,1423111,52,06:02:40,122,016,0050,0075,0000,1000,90,30,20,14,23,255
02236,1423111,52,06:02:50,144,015,0050,0075,0000,1000,90,30,22,18,25,246
02237,1423111,52,06:03:00,163,014,0050,0074,0000,1000,90,30,24,21,26,249
02238,1423111,52,06:03:10,175,014,0050,0074,0000,1000,90,30,25,23,27,242
02239,1423111,52,06:03:20,186,014,0050,0073,0000,1000,90,30,27,25,27,255
02240,1423111,52,06:03:30,188,013,0050,0073,0000,1000,90,30,26,26,27,251
02241,1423111,52,06:03:40,187,013,0050,0074,0000,1000,90,30,26,25,27,246
02242,1423111,52,06:03:50,188,013,0050,0072,0000,1000,90,30,26,26,28,241
02243,1423111,52,06:04:00,187,013,0050,0073,0000,1000,90,30,26,26,28,252
02244,1423111,52,06:04:10,187,013,0050,0072,0000,1000,90,30,26,26,28,251
02245,1423111,52,06:04:20,187,014,0050,0072,0000,1000,90,30,27,26,28,255
02246,1423111,52,06:04:30,187,013,0050,0072,0000,1000,90,30,26,26,28,251
02247,1423111,52,06:04:40,188,014,0050,0073,0000,1000,90,30,27,26,28,245
02248,1423111,52,06:04:50,187,014,0050,0072,0000,1000,90,30,27,26,28,245
02249,1423111,52,06:05:00,187,014,0050,0072,0000,1000,90,30,27,26,28,240
02250,1423111,52,06:05:10,187,014,0050,0072,0000,1000,90,30,27,26,28,249
02251,1423111,52,06:05:20,187,014,0050,0072,0000,1000,90,30,27,26,28,251
02252,1423111,52,06:05:30,187,014,0049,0072,0000,1000,90,30,27,26,28,241
02253,1423111,52,06:05:40,187,014,0049,0072,0000,1000,90,30,27,26,28,247
02254,1423111,52,06:05:50,187,014,0050,0072,0000,1000,90,30,27,26,28,249
02255,1423111,52,06:06:00,187,014,0049,0071,0000,1000,90,30,27,26,28,245
02256,1423111,52,06:06:10,187,014,0049,0072,0000,1000,90,30,27,26,28,244
02257,1423111,52,06:06:20,187,014,0050,0072,0000,1000,90,30,27,26,28,254
02258,1423111,52,06:06:30,187,014,0050,0072,0000,1000,90,30,27,26,28,240
02259,1423111,52,06:06:40,187,014,0049,0072,0000,1000,90,30,27,26,28,254
02260,1423111,52,06:06:50,187,014,0050,0072,0000,1000,90,30,27,26,28,253
02261,1423111,52,06:07:00,187,014,0049,0071,0000,1000,90,30,27,26,28,243
02262,1423111,52,06:07:10,187,014,0049,0072,0000,1000,90,30,27,26,28,242
02263,1423111,52,06:07:20,187,014,0049,0072,0000,1000,90,30,27,26,28,240
02264,1423111,52,06:07:30,187,014,0049,0072,0000,1000,90,30,27,26,28,246
02265,1423111,52,06:07:40,187,014,0049,0071,0000,1000,90,30,27,26,28,243
02266,1423111,52,06:07:50,187,014,0049,0072,0000,1000,90,30,27,26,28,242
02267,1423111,52,06:08:00,187,014,0049,0072,0000,1000,90,30,27,26,28,249
02268,1423111,52,06:08:10,187,014,0049,0072,0000,1000,90,30,27,26,28,247
02269,1423111,52,06:08:20,187,014,0049,0073,0000,1000,90,30,27,26,28,244
02270,1423111,52,06:08:30,187,014,0049,0072,0000,1000,90,30,27,26,28,252
02271,1423111,52,06:08:40,187,014,0049,0072,0000,1000,90,30,27,26,28,250
02272,1423111,52,06:08:50,187,014,0049,0073,0000,1000,90,30,27,26,28,249
02273,1423111,52,06:09:00,187,014,0049,0073,0000,1000,90,30,27,26,28,252
02274,1423111,52,06:09:10,187,014,0049,0072,0000,1000,90,30,27,26,28,251
02275,1423111,52,06:09:20,187,014,0049,0073,0000,1000,90,30,27,26,28,248
02276,1423111,52,06:09:30,187,014,0049,0072,0000,1000,90,30,27,26,28,251
02277,1423111,52,06:09:40,187,014,0049,0072,0000,1000,90,30,27,26,28,253
02278,1423111,52,06:09:50,186,014,0049,0072,0000,1000,90,30,27,26,28,242
02279,1423111,52,06:10:00,187,014,0049,0072,0000,1000,90,30,28,27,29,240
02280,1423111,52,06:10:10,187,014,0049,0073,0000,1000,90,30,27,26,28,249
02281,1423111,52,06:10:20,187,014,0049,0072,0000,1000,90,30,27,26,28,250
02282,1423111,52,06:10:30,187,014,0049,0072,0000,1000,90,30,27,26,28,248
02283,1423111,52,06:10:40,186,014,0049,0073,0000,1000,90,30,27,26,28,254
02284,1423111,52,06:10:50,186,015,0049,0072,0000,1000,90,30,28,27,29,247
02285,1423111,52,06:11:00,186,015,0049,0072,0000,1000,90,30,28,27,29,242
02286,1423111,52,06:11:10,187,014,0049,0071,0000,1000,90,30,27,26,28,252
02287,1423111,52,06:11:20,187,014,0049,0072,0000,1000,90,30,27,26,28,253
02288,1423111,52,06:11:30,187,014,0049,0072,0000,1000,90,30,27,26,28,243
02289,1423111,52,06:11:40,186,015,0049,0072,0000,1000,90,30,28,26,28,250
02290,1423111,52,06:11:50,186,015,0048,0072,0000,1000,90,30,28,27,29,242
02291,1423111,52,06:11:50,190,003,0049,0073,0000,1000,B0,30,6,5,6,251
02292,1423111,52,06:12:00,001,000,0049,0072,0000,1000,90,30,0,0,0,139
02293,1423111,52,06:12:10,022,018,0049,0074,0000,1000,90,30,4,1,5,133
02294,1423111,52,06:12:20,053,018,0049,0075,0000,1000,90,30,10,5,13,135
02295,1423111,52,06:12:30,087,016,0049,0076,0000,1000,90,30,15,8,18,128
02296,1423111,52,06:12:40,112,016,0048,0075,0000,1000,90,30,19,13,22,241
02297,1423111,52,06:12:50,134,015,0048,0075,0000,1000,90,30,21,16,24,254
02298,1423111,52,06:13:00,153,015,0048,0075,0000,1000,90,30,24,20,26,246
02299,1423111,52,06:13:10,170,014,0049,0074,0000,1000,90,30,25,23,27,245
02300,1423111,52,06:13:20,183,014,0048,0073,0000,1000,90,30,26,25,27,248
02301,1423111,52,06:13:30,186,014,0048,0074,0000,1000,90,30,27,26,28,247
02302,1423111,52,06:13:40,186,014,0048,0073,0000,1000,90,30,27,26,28,244
02303,1423111,52,06:13:50,186,014,0049,0073,0000,1000,90,30,27,26,28,245
02304,1423111,52,06:14:00,186,014,0049,0073,0000,1000,90,30,27,26,28,240
02305,1423111,52,06:14:10,186,014,0048,0072,0000,1000,90,30,27,27,28,241
02306,1423111,52,06:14:20,186,014,0048,0073,0000,1000,90,30,27,27,28,240
02307,1423111,52,06:14:30,186,014,0048,0073,0000,1000,90,30,27,27,29,241
02308,1423111,52,06:14:40,186,014,0048,0073,0000,1000,90,30,27,27,29,249
02309,1423111,52,06:14:50,186,014,0048,0071,0000,1000,90,30,27,27,29,251
02310,1423111,52,06:15:00,186,014,0048,0071,0000,1000,90,30,27,27,29,247
02311,1423111,52,06:15:10,186,014,0048,0071,0000,1000,90,30,27,27,29,247
02312,1423111,52,06:15:20,186,014,0048,0072,0000,1000,90,30,27,27,29,244
02313,1423111,52,06:15:30,186,014,0048,0072,0000,1000,90,30,27,27,29,244
02314,1423111,52,06:15:40,186,014,0048,0071,0000,1000,90,30,27,27,29,247
02315,1423111,52,06:15:50,186,014,0048,0071,0000,1000,90,30,27,27,29,247
02316,1423111,52,06:16:00,186,014,0048,0072,0000,1000,90,30,27,27,29,241
02317,1423111,52,06:16:10,186,015,0048,0071,0000,1000,90,30,28,27,29,252
02318,1423111,52,06:16:20,186,015,0048,0072,0000,1000,90,30,28,27,29,243
02319,1423111,52,06:16:30,186,015,0048,0071,0000,1000,90,30,28,27,29,240
02320,1423111,52,06:16:40,186,015,0048,0071,0000,1000,90,30,28,27,29,253
02321,1423111,52,06:16:50,186,015,0048,0072,0000,1000,90,30,28,27,29,254
02322,1423111,52,06:17:00,186,015,0048,0071,0000,1000,90,30,28,27,29,250
02323,1423111,52,06:17:10,186,015,0048,0071,0000,1000,90,30,28,27,29,250
02324,1423111,52,06:17:20,186,015,0048,0072,0000,1000,90,30,28,27,29,253
02325,1423111,52,06:17:30,186,015,0048,0073,0000,1000,90,30,28,27,29,252
02326,1423111,52,06:17:40,186,015,0048,0072,0000,1000,90,30,28,27,29,249
02327,1423111,52,06:17:50,186,015,0048,0071,0000,1000,90,30,28,27,29,250
02328,1423111,52,06:18:00,186,015,0048,0072,0000,1000,90,30,28,27,29,252
02329,1423111,52,06:18:10,186,015,0048,0072,0000,1000,90,30,28,27,29,252
02330,1423111,52,06:18:20,186,015,0048,0073,0000,1000,90,30,28,27,29,246
02331,1423111,52,06:18:30,186,015,0048,0072,0000,1000,90,30,28,27,29,247
02332,1423111,52,06:18:40,186,015,0048,0072,0000,1000,90,30,28,27,29,243
02333,1423111,52,06:18:50,186,014,0048,0072,0000,1000,90,30,28,27,29,242
02334,1423111,52,06:19:00,186,015,0048,0071,0000,1000,90,30,28,27,29,243
02335,1423111,52,06:19:10,186,015,0048,0072,0000,1000,90,30,28,27,29,240
02336,1423111,52,06:19:20,186,015,0048,0073,0000,1000,90,30,28,27,29,241
02337,1423111,52,06:19:30,186,015,0048,0071,0000,1000,90,30,28,27,29,243
02338,1423111,52,06:19:40,186,015,0048,0072,0000,1000,90,30,28,27,29,248
02339,1423111,52,06:19:50,186,015,0048,0070,0000,1000,90,30,28,27,29,250
02340,1423111,52,06:20:00,186,015,0048,0071,0000,1000,90,30,28,27,29,250
02341,1423111,52,06:20:10,186,015,0048,0072,0000,1000,90,30,28,27,29,249
02342,1423111,52,06:20:20,186,015,0048,0071,0000,1000,90,30,28,27,29,250
02343,1423111,52,06:20:30,186,015,0048,0072,0000,1000,90,30,28,27,29,249
02344,1423111,52,06:20:40,186,015,0048,0072,0000,1000,90,30,28,27,29,249
02345,1423111,52,06:20:50,186,015,0048,0071,0000,1000,90,30,28,27,29,250
02346,1423111,52,06:21:00,186,015,0048,0072,0000,1000,90,30,28,27,29,254
02347,1423111,52,06:21:10,186,015,0048,0073,0000,1000,90,30,28,27,29,255
02348,1423111,52,06:21:20,186,015,0048,0072,0000,1000,90,30,28,27,29,242
02349,1423111,52,06:21:30,186,015,0048,0072,0000,1000,90,30,28,27,29,242
02350,1423111,52,06:21:40,186,015,0048,0072,0000,1000,90,30,28,27,29,253
02351,1423111,52,06:21:50,185,015,0048,0072,0000,1000,90,30,28,27,29,254
